filename,width,height,xmin,ymin,xmax,ymax,class
car_137.jpeg,583,450,179.0,261.99999999999994,394.99999999999955,336.99999999999955,license
car_138.jpeg,450,417,126.99999999999991,289.99999999999966,308.9999999999997,365.99999999999966,license
car_139.jpeg,505,343,23.999999999999737,206.99999999999986,147.99999999999997,252.99999999999997,license
car_140.jpeg,389,267,217.99999999999977,153.99999999999991,314.9999999999997,186.0,license
car_141.jpeg,500,274,146.0,133.99999999999974,395.0,195.99999999999986,license
car_142.jpeg,800,485,638.0,336.9999999999999,749.0,387.00000000000006,license
car_143.jpeg,484,456,177.99999999999983,204.99999999999963,349.9999999999998,274.0,license
car_144.jpeg,500,376,110.0,184.99999999999972,437.99999999999994,277.99999999999983,license
car_145.jpeg,960,720,315.99999999999943,276.99999999999983,714.0,386.0,license
car_146.jpeg,600,337,189.0,129.99999999999986,357.0,181.9999999999997,license
car_147.jpeg,600,337,162.0,226.99999999999983,312.0,273.9999999999999,license
car_148.jpeg,600,337,114.9999999999996,257.9999999999997,414.99999999999966,332.9999999999999,license
car_149.jpeg,506,407,178.9999999999998,264.99999999999994,343.9999999999998,320.9999999999997,license
car_150.jpeg,500,430,139.0,240.99999999999963,342.0,313.99999999999966,license
car_151.jpeg,350,197,94.99999999999986,95.99999999999987,199.9999999999999,141.0,license
car_152.jpeg,350,467,119.99999999999967,263.9999999999999,230.0,298.99999999999994,license
car_153.jpeg,350,263,91.0,137.9999999999999,177.9999999999998,169.99999999999983,license
car_154.jpeg,591,479,177.99999999999966,217.99999999999963,398.9999999999998,296.99999999999966,license
car_155.jpeg,960,720,315.0,279.99999999999926,877.9999999999999,392.99999999999983,license
car_156.jpeg,700,419,353.9999999999995,191.99999999999994,586.0,287.9999999999998,license
car_157.jpeg,387,317,62.999999999999766,126.9999999999999,291.0,223.99999999999983,license
car_158.jpeg,500,537,83.0,33.99999999999995,369.0,482.9999999999996,license
car_159.jpeg,1280,720,365.11817440912773,245.21739130434747,776.1369193154021,478.9565217391299,license
car_160.jpeg,1920,1080,1017.1149144254264,615.1304347826084,1272.176039119803,677.7391304347816,license
car_161.jpeg,570,444,258.99999999999966,214.00000000000006,325.9999999999998,262.9999999999999,license
car_162.jpeg,320,180,86.00000000000001,18.0,239.0,57.99999999999996,license
car_163.jpeg,600,398,340.99999999999983,228.99999999999977,510.0,313.99999999999983,license
car_164.jpeg,650,493,232.99999999999974,370.9999999999997,426.99999999999943,429.99999999999955,license
car_165.jpeg,650,400,114.99999999999942,173.0,317.99999999999983,240.00000000000003,license
car_166.jpeg,320,180,18.0,33.99999999999984,320.0,157.9999999999999,license
car_167.jpeg,650,572,288.0,300.99999999999983,583.9999999999998,399.9999999999998,license
car_168.jpeg,642,336,218.9999999999995,140.99999999999991,433.9999999999999,196.99999999999974,license
car_169.jpeg,250,250,12.0,66.0,249.0,198.99999999999997,license
car_170.jpeg,2000,1500,555.827220863894,441.84782608695605,1745.721271393642,1079.347826086956,license
car_171.jpeg,1300,924,396.251018744906,673.9266055045866,799.9185004074978,783.0688073394492,license
car_172.jpeg,500,155,16.0,7.9999999999999325,495.0,133.99999999999997,license
car_173.jpeg,500,268,221.0,121.99999999999974,431.0,183.9999999999999,license
car_174.jpeg,500,234,209.0,82.99999999999984,447.99999999999994,159.99999999999986,license
car_175.jpeg,503,495,132.99999999999955,217.9999999999998,487.99999999999966,423.9999999999998,license
car_176.jpeg,400,300,130.0,180.9999999999999,263.00000000000006,225.0,license
car_177.jpeg,400,300,36.0,122.99999999999999,110.00000000000001,165.0,license
car_178.jpeg,725,408,239.99999999999952,262.99999999999966,319.0,321.9999999999997,license
car_179.jpeg,1024,685,389.0,450.0,600.0,509.0000000000001,license
car_180.jpeg,696,388,218.99999999999994,130.99999999999986,487.9999999999997,194.9999999999997,license
car_181.jpeg,800,533,285.0,251.99999999999994,497.00000000000006,320.00000000000006,license
car_182.jpeg,586,331,182.9999999999999,203.9999999999999,254.99999999999977,232.99999999999972,license
car_183.jpeg,500,344,168.99999999999997,260.0,358.0,297.9999999999997,license
car_184.jpeg,500,271,100.0,147.99999999999986,259.0,207.99999999999983,license
car_185.jpeg,541,423,205.99999999999963,271.9999999999999,350.9999999999997,323.9999999999998,license
car_186.jpeg,600,337,196.99999999999983,185.99999999999991,405.0,233.99999999999991,license
car_187.jpeg,600,400,232.99999999999977,178.0,354.9999999999996,224.00000000000003,license
car_188.jpeg,1266,453,787.2518337408313,241.4624145785876,1047.261613691931,302.3439635535306,license
car_189.jpeg,678,475,165.99999999999972,199.99999999999983,571.9999999999997,353.99999999999966,license
car_190.jpeg,350,263,114.99999999999979,85.99999999999996,226.9999999999998,116.99999999999996,license
car_191.jpeg,960,1280,333.0,933.9999999999999,645.9999999999993,1062.0,license
car_192.jpeg,1250,703,534.8410757946201,381.04637681159403,778.3211083944576,473.76086956521686,license
car_193.jpeg,250,250,3.0,22.000000000000004,250.0,188.99999999999997,license
car_194.jpeg,300,225,87.9999999999999,99.0,135.9999999999999,127.99999999999977,license
car_195.jpeg,361,308,79.99999999999964,125.99999999999997,198.99999999999972,183.9999999999999,license
car_196.jpeg,531,512,157.0,268.0,337.99999999999983,338.0,license
car_197.jpeg,300,404,111.99999999999987,123.99999999999964,232.99999999999983,193.99999999999991,license
car_198.jpeg,600,337,195.0,198.9999999999998,279.99999999999966,233.99999999999991,license
car_199.jpeg,704,330,559.9999999999998,205.9999999999999,669.9999999999998,249.9999999999998,license
car_200.jpeg,654,380,19.999999999999556,243.99999999999974,99.99999999999972,318.99999999999983,license
car_201.jpeg,630,353,250.9999999999998,186.99999999999974,374.99999999999983,233.99999999999974,license
car_202.jpeg,500,333,99.0,204.99999999999983,409.00000000000006,311.0,license
car_203.jpeg,600,430,243.99999999999963,229.9999999999998,376.99999999999983,303.99999999999983,license
car_204.jpeg,442,333,159.99999999999983,210.9999999999998,284.9999999999997,262.9999999999998,license
car_205.jpeg,602,339,99.99999999999986,155.99999999999983,267.99999999999966,217.0,license
car_206.jpeg,500,289,363.0,166.0,435.0,201.99999999999997,license
car_207.jpeg,499,287,137.99999999999957,65.99999999999999,450.99999999999955,154.99999999999974,license
car_208.jpeg,500,358,154.0,195.99999999999994,377.0,259.00000000000006,license
car_209.jpeg,500,355,55.99999999999999,220.99999999999977,265.0,288.99999999999983,license
car_210.jpeg,474,354,130.99999999999972,103.9999999999999,404.99999999999983,225.99999999999997,license
car_211.jpeg,500,250,157.0,89.00000000000001,382.0,160.0,license
car_212.jpeg,500,332,144.00000000000003,112.99999999999984,348.00000000000006,198.99999999999972,license
car_213.jpeg,509,290,124.00000000000001,109.99999999999993,399.99999999999994,206.99999999999977,license
car_214.jpeg,500,354,143.00000000000003,243.9999999999997,338.99999999999994,321.0,license
car_215.jpeg,500,448,184.0,304.99999999999983,389.0,370.0,license
car_216.jpeg,500,336,237.0,101.99999999999983,387.0,161.99999999999994,license
car_217.jpeg,450,290,110.9999999999997,116.99999999999974,390.99999999999955,210.9999999999998,license
car_218.jpeg,500,274,180.0,114.99999999999996,380.0,187.99999999999977,license
car_219.jpeg,397,247,139.9999999999999,154.99999999999986,327.9999999999999,211.99999999999991,license
car_220.jpeg,418,330,54.999999999999986,190.99999999999977,193.99999999999991,237.99999999999994,license
car_221.jpeg,429,450,92.99999999999966,331.9999999999997,297.9999999999998,405.99999999999994,license
car_222.jpeg,500,333,141.0,220.99999999999974,351.00000000000006,272.9999999999998,license
car_223.jpeg,500,335,136.0,195.9999999999998,348.00000000000006,277.9999999999998,license
car_224.jpeg,229,140,23.99999999999985,35.99999999999997,187.0,103.9999999999999,license
car_225.jpeg,500,393,143.00000000000003,205.99999999999966,402.0,272.99999999999983,license
car_226.jpeg,500,291,186.00000000000003,97.99999999999976,363.0,154.99999999999983,license
car_227.jpeg,400,224,100.0,143.0,218.00000000000003,193.99999999999986,license
car_228.jpeg,317,215,108.99999999999989,105.9999999999999,234.9999999999998,161.99999999999997,license
car_229.jpeg,330,267,101.99999999999996,134.0,262.00000000000006,200.0,license
car_230.jpeg,424,249,140.0,148.99999999999983,323.99999999999983,219.99999999999983,license
car_231.jpeg,249,239,12.999999999999885,116.99999999999982,146.9999999999999,185.99999999999986,license
car_232.jpeg,500,366,172.0,222.99999999999972,353.0,284.9999999999996,license
car_233.jpeg,500,333,184.0,150.99999999999986,308.0,205.9999999999998,license
car_234.jpeg,500,332,166.99999999999997,202.0,314.0,254.99999999999986,license
car_235.jpeg,586,331,173.00000000000003,198.99999999999986,258.9999999999998,237.99999999999972,license
car_236.jpeg,395,147,15.999999999999979,18.99999999999998,366.99999999999966,126.0,license
